Year,Movie,Poster_URL,Genre,TMDb_Rating,TMDb_Vote_Count,Popularity_Score,Release_Date,Runtime_Minutes,Box_Office_USD,Director,Primary_Studio_or_Platform,Overview
2017,The Christmas Cure,https://image.tmdb.org/t/p/w500/q5lRVUm0qFUUP4Ffo7z6kAHflBL.jpg,"TV Movie, Romance, Drama",5.9,59,1.9069,2017-07-15,90,0,John Bradshaw,,"A doctor returns home for Christmas to find that her father has decided to retire from his own practice. After reuniting with her high school sweetheart, she wonders if she should stay and take over her father's practice."
2023,Holiday Hotline,https://image.tmdb.org/t/p/w500/8kPrCp4N4wvT0KY4Eht3kxpSS6B.jpg,"TV Movie, Comedy, Drama, Romance",6.848,32,1.7764,2023-11-19,84,0,Mark Jean,"Julijette, Just To Be Clear Productions, Shalom Amigo Productions","Upon leaving London and working at a cooking hotline, Abby connects with an anonymous caller — a single dad who Abby unknowingly is also smitten with in real life."
2001,Rudolph the Red-Nosed Reindeer & the Island of Misfit Toys,https://image.tmdb.org/t/p/w500/sZEfq7g2LUNxI0axgWm0cwQ41gl.jpg,"Animation, Family",5.917,96,2.492,2001-10-30,74,0,William R. Kowalchuk Jr.,"GoodTimes Entertainment, Golden Books Family Entertainment, Tundra Productions","When the mysterious Toy Taker grabs all of Santa's toys, it looks like the children will miss out on Christmas. But everyone's favorite reindeer, Rudolph, comes to the rescue with his lovable friends: Hermey the elf, Yukon Cornelius the grizzly prospector, the abominable snow monster Bumbles and Rudolph's very special friend Clarice. Together, they promise Santa they'll track down Toy Taker and rescue Santa's toy. Their incredible quest takes them on a wild adventure with Rudolph's red nose leading the way!"
2018,Click & Collect,https://image.tmdb.org/t/p/w500/rCAZcvvbHtI9M3EQ2qGXTjdBrLQ.jpg,"Comedy, TV Movie",6.545,44,2.0058,2018-12-24,53,0,Ben Palmer,"BBC Studios, Mondo Deluxe, BBC","To save his daughter's Christmas, Andrew goes on a road trip with Dev, his neighbour from hell, to buy an elusive Sparklehoof the Unicorn Princess."
2005,The Legend of Frosty the Snowman,https://image.tmdb.org/t/p/w500/cBlIsdS68NrJJLYcRCbMKhI0aPe.jpg,"Animation, Family, Comedy",5.351,37,2.2066,2005-10-18,67,0,Greg Sullivan,"Studio B Productions, Classic Media, Top Draw Animation","Frosty the Snowman goes where he is needed most, and the town of Evergreen sure needed a visit. Mr Tinkerton, the mayor, runs a tight ship, and there's no room for talk of magic or any other such nonsense. But, when Frosty the Snowman blows through town, he shows the town's children that magic is real. Tinkerton's sons, Charlie and Tommy, along with their friends Sarah and Walter, want to spread the word about Frosty's fun-loving, magical antics but meet resistance from Evergreen Elementary's dastardly principal Hank Pankley. In the end, good wins out, and all the citizens of Evergreen happily learn that magic is real and fun is for everyone!"
2013,Bone Alone,https://image.tmdb.org/t/p/w500/9Vmmk7nEjPdb2sX9CsASKvAfh9M.jpg,"Comedy, Family",3.866,41,2.2269,2013-10-04,82,0,Joseph J. Lawson,The Asylum,"When a family visits Grandma's house on Christmas Eve, they leave their dog at home alone. And when burglars try to take the presents from under the tree, the dog must use every trick it knows to stop them."
2020,Clown,https://image.tmdb.org/t/p/w500/utPCwCOscbbVSQTovFvhAc7o0eb.jpg,"Animation, Family, Fantasy, Adventure",5.6,5,1.9606,2020-12-25,21,0,Luigi Berio,"Channel 4 Television, Eagle Eye Drama","Follow a little toy clown, thrown away with a load of old discarded toys, as he goes on a journey to find a new loving home for himself and his friends."
2026,Christmas Pop-Up,https://image.tmdb.org/t/p/w500/wcIA2CjRWyWAfhTSU57YZ2IRePe.jpg,"Comedy, Romance",0.0,0,1.5741,2026-11-08,93,0,Molly Muse,"Blue Egg Films, Paper Palace Productions","Desperate for a fresh start, an unlucky-in-love set decorator takes a job designing a Christmas Eve pop-up event for a jaded celebrity chef, hoping to escape her current hell - living with her ex and his new girlfriend - before they get engaged on New Year’s Eve."
1990,Home Alone,https://image.tmdb.org/t/p/w500/onTSipZ8R3bliBdKfPtsDuHTdlL.jpg,"Comedy, Family",7.467,12842,1.794,1990-11-16,103,476684675,Chris Columbus,"Hughes Entertainment, 20th Century Fox","Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. When thieves try to break into his home, he puts up a fight like no other."
2003,Eloise at Christmastime,https://image.tmdb.org/t/p/w500/uBm2QXjmBHN10n68MANWoRw8bMu.jpg,"Family, Comedy, Drama, TV Movie",6.34,75,2.0871,2003-11-22,87,0,Kevin Lima,"Di Novi Pictures, Handmade Films","Eloise is a precocious but lovable six-year-old girl who lives in New York's Plaza Hotel. The owner's daughter is getting married, but Eloise discovers that the fiance has devious plans to defraud kind Rachel! When her true love is revealed to be none other than Eloise's best friend Bill who works in the kitchen, Eloise goes on a mission to bring about a Christmas miracle and get the starcrossed lovers back together.. will things work out in time for a happy holiday ending?"
2008,Nothing Like the Holidays,https://image.tmdb.org/t/p/w500/veP26wuib65SnkFjyLgFeIWeFzd.jpg,"Comedy, Drama, Romance",6.3,72,2.0743,2008-12-12,98,0,Alfredo De Villa,"Overture Films, State Street Pictures",It’s Christmastime and the far-flung members of the Rodriguez family are converging at their parents’ home in Chicago to celebrate the season and rejoice in their youngest brother’s safe return from combat overseas.
1991,Bernard and the Genie,https://image.tmdb.org/t/p/w500/fEHObAiSDCjg8eZdlZfK8IuHJF2.jpg,"Comedy, Fantasy, TV Movie",7.3,29,1.8515,1991-11-23,70,0,Paul Weiland,"Talkback, BBC, Attaboy Films","Bernard Bottle, a mild mannered art buyer, is fired by his greedy boss, abandoned by his girlfriend and discovers a genie in an old bottle. The genie immediately embraces the modern world and helps Bernard on the side."
2017,Magical Christmas Ornaments,https://image.tmdb.org/t/p/w500/tmxjY8lRviPwsTC09AUjINphumi.jpg,"Romance, Drama, TV Movie",5.988,84,1.7869,2017-12-03,84,0,Don McBrearty,"Chesler/Perlmutter Productions, Reel One Entertainment","When Marie begins receiving ornaments from her mother, a new coincidental blessing comes with each one, causing Marie to feel more excited for the holidays than she has in years. Marie’s once-lost Christmas spirit gets another boost when she meets her handsome neighbor Nate and feels a spark with him while celebrating the season."
2020,Unlocking Christmas,https://image.tmdb.org/t/p/w500/gFhoJx9JJBea5ADYqCAC1WkMBlD.jpg,"TV Movie, Romance",6.9,49,1.8721,2020-12-13,84,0,Don McBrearty,Muse Entertainment,"When a mysterious key and a holiday riddle arrive on their doorsteps, Kate and Kevin embark on a Christmas romance adventure they’ll never forget."
2005,A Halfway House Christmas,https://image.tmdb.org/t/p/w500/xjFGDRySadUKsqndrdgTNPKpHIg.jpg,"Comedy, Drama",8.0,3,1.6738,2005-12-16,51,0,Eric Moyer,,"When the counselor of a halfway house, Daryl, agrees to let cameras film the residents for reality television, he soon realizes the show's ""do anything for ratings"" producer has some tricks up his sleeve."
2023,Christmas on Cherry Lane,https://image.tmdb.org/t/p/w500/ggZsX97GTu47mhQ7jz04gAFcxAG.jpg,"TV Movie, Comedy, Romance, Drama",6.224,29,2.3975,2023-12-09,84,0,Gail Harvey,"Hallmark Media, Patrick Street Pictures",Three couples at different parts of life navigate big turning points in their lives over the holidays.
2023,Superpapa,https://image.tmdb.org/t/p/w500/a4YA2ugv7LXXCtF6DPKfh4l0ACc.jpg,"Comedy, Romance, TV Movie",5.208,12,1.8272,2023-11-11,90,0,Sophie Boudre,Troisième Oeil Story,"Since the death of his wife, Christophe is a control freak. When a supervisor is declared absent for the snow holiday camp right before Christmas, Christophe volunteers, but his son Victor and Marina the biology teacher are not too enthusiastic about it. Christophe feels confident until he is gifted with a mysterious power: he can hear the teenagers' every thoughts."
2014,Northpole,https://image.tmdb.org/t/p/w500/1J0eisyWjmaZLXYDszjWbNpnKt9.jpg,"TV Movie, Fantasy, Family",5.994,79,2.0532,2014-11-15,81,0,Douglas Barr,"Muse Entertainment, MarVista Entertainment","Northpole, the magical city where Santa and his elves live and work is in trouble. Families around the globe have gotten too busy to enjoy the season together, and Northpole depends on their holiday happiness to keep running. In the hopes of turning things around, a determined young elf befriends a little boy with a lot of spirit. His skeptical journalist mom doesn’t have room in her heart for anything but the facts, so it’s going to take a little nudge from his charming teacher to create an unbeatable Christmas team to turn around this town and share the importance of the season with the whole world."
2022,#Xmas,https://image.tmdb.org/t/p/w500/675FCHUSN10vzfW4V2BB2udHxdb.jpg,"TV Movie, Comedy, Drama, Romance",5.357,42,1.6525,2022-11-25,84,0,Heather Hawthorn-Doyle,"Hallmark Media, Front Street Pictures","When Jen gets the chance to enter a brand’s design contest, she poses as a family influencer, enlisting the help of her best friend, Max, and her baby nephew. When her video is selected as a finalist, Jen is torn on whether to go on with her perfect “family” or reveal the truth."
2018,Silent Night: A Song for the World,https://image.tmdb.org/t/p/w500/1RvYaWFsNyjUfpzOH8iQQ0q1rEK.jpg,Documentary,7.0,5,1.8807,2018-12-16,75,0,Hannes Michael Schalle,"Moonlake Entertainment, ServusTV, ARTE","This documentary tells the story of the creation and cultural impact of the world's most famous Christmas carol, composed in 1818 in Salzburg, Austria, and since then translated into about 140 languages."
2022,Ghosts of Christmas Always,https://image.tmdb.org/t/p/w500/k0i2CXqOZF5JSp4qejxAxcehmnY.jpg,"TV Movie, Comedy, Drama, Romance",6.8,39,1.9608,2022-10-30,84,0,Rich Newey,"Synthetic Cinema International, Hallmark Media","Katherine is a Ghost of Christmas Present and she must help one soul, Peter, rediscover his Christmas spirit. But this year has something unusual in store."
2010,Call Me Mrs. Miracle,https://image.tmdb.org/t/p/w500/qwVwpK2xIUzRfgrlSHiwIfIdHie.jpg,"TV Movie, Fantasy, Drama, Family, Comedy",5.882,68,2.2399,2010-11-27,90,0,Michael M. Scott,"Front Street Productions, MRM Productions","Mrs Merkle (or Mrs. Miracle as she is know by some) finds herself in a toy department of a department store that is having all kinds of financial problems, but leave it to this kind lady as she will get the Christmas spirit flowing very freely at this store."
2025,A Holiday Short: Best Christmas Ever,https://image.tmdb.org/t/p/w500/5Q07rEmkArjOxHOvoztZySZRO8Y.jpg,"Family, Animation, Fantasy",6.1,10,2.115,2025-11-10,3,0,Taika Waititi,The Walt Disney Company,"When Santa mistakes the doodle on a girl's list for a holiday wish, she wakes up on Christmas morning to find an unusual new friend under the tree."
2016,Journey Back to Christmas,https://image.tmdb.org/t/p/w500/5N6QVpPHkNhc1ba6HAaNRwi8B2M.jpg,"Drama, Family, TV Movie",6.5,95,1.9307,2016-11-27,84,0,Mel Damski,"Christmas Comet Productions, Hallmark Media, Storybox Entertainment","WWII has ended and Hanna is still grieving over her husband's disappearance. When the Christmas Comet appears for the first time in 70 years, Hanna is caught in a terrible storm and knocked unconscious. When she wakes up, she's in 2016."
2025,The Thistle in the Kiss,https://image.tmdb.org/t/p/w500/nc74FbapJu0nuEqB9XDl6Ht9ys.jpg,Drama,5.0,2,1.9186,2025-11-25,80,0,Craig Andrew Robertson,"Felt Like Running Productions, Blazing Griffin, Freestyle Digital Media","Declan has had no luck with the holidays: his girlfriend Stephanie broke up with him on the way to Christmas dinner. He's managed to keep it secret until New Year's Day, when his car breaks down and his sister Rachel shows up to help him fix it. Crumbling under her relentless curiosity, Declan is now on a crash course to confront the poor decisions of his life."
2017,Sharing Christmas,https://image.tmdb.org/t/p/w500/rbcQlnr10rmpyqGftTeZvtbKCeq.jpg,"Romance, TV Movie",6.2,57,2.0026,2017-12-10,84,0,Peter Sullivan,"Mayor Entertainment, Hybrid","A real estate developer is given the opportunity of his career to transform an old shopping complex into a prime location. Unfortunately, there is one tenant who is holding out—the Christmas shop owner he met by happenstance just days ago."
2014,Shelby: The Dog Who Saved Christmas,https://image.tmdb.org/t/p/w500/5NHIR0g1A7pzX3m7bOiC8RNgVe9.jpg,Family,4.8,15,1.9959,2014-11-07,92,0,Brian K. Roberts,,"This isn't just a Christmas miracle... It's Christmas magic! In this heart-warming family tale, rescue dog Shelby manages to escape the dog pound on Christmas Eve and runs straight into the arms of little Jake (John Paul Ruttan, Robocop). Immediately the two are inseparable! Jake wants to be a magician and Shelby soon becomes the best friend and magical assistant he's always wanted... The only thing standing between them and a perfect Christmas is the notorious local dogcatcher - he has Shelby in his sights and he's not going to stop until he finds him! Can Shelby and Jake conjure up a little Christmas magic to save the day?"
2021,Bad Christmas,https://image.tmdb.org/t/p/w500/i0SecYO6UMV3Dr0D9FU6g5goTdy.jpg,"Comedy, Crime",7.509,54,1.6059,2021-03-11,98,0,Gastón Portal,"Aeroplano Cine, DirecTV Argentina, INCAA","A peaceful Christmas Eve is interrupted when a thief breaks into a villa. When the family’s little daughter mistakes him for Santa Claus and asks him to fulfill her Christmas wish, he will be forced to perform a miracle that will redeem secrets from the past."
